selfies,Class
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Branch2][C][=C][C][=Branch1][O][=C][C][Branch1][Ring2][N][C][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][C][Ring1][Ring1],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][O][C][C][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[O][Branch1][C][C][C][=C][C][=C][Branch1][N][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][Branch1][C][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],0
[O][C][C][C][=C][C][=Branch1][Branch2][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1][C][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][=C][O][C][=Ring1][Branch1],0
[Cl][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][Branch2][Ring1][Branch2][C][Branch2][Ring1][Ring1][O][C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][Ring2][=N][Ring1][#Branch2][N][C][=C][Branch1][C][F][C][=C][Ring2][Ring1][Ring1],0
[O][C][=C][C][=C][Branch2][Ring1][C][C][=C][Ring1][=Branch1][C][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][#C][C][C][Branch1][=N][N][=C][Branch1][C][C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][C][C][C][Ring1][Ring1],0
[F][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C@][Branch2][Ring1][C][NH1+1][=C][Branch1][=N][N][C][Ring1][Branch1][=N][C][C][C][C][C][Ring1][Branch2][N][C][=C][C][=C][Branch1][#Branch2][O][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][O],0
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Branch1][Ring1][C][=C][Branch1][=Branch1][C][C][C][Ring1][=Branch2][C][Branch1][Ring2][N][C][C][=C][C][=Branch1][Ring2][=C][Ring1][N][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][C][Ring1][Ring1][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][=Branch2][C][C][=C][C][Branch1][Branch2][C][C][=C][O][C][=Ring1][Branch1][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][=N][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring1],0
[O][C][=C][Branch1][P][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][N][=C][N][=C][Ring1][=Branch1][C][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][C][Ring2][Ring1][#Branch1][Branch1][C][C][C],0
[O][Branch1][C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][=N][N][=C][Branch1][C][C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N][C][=C][C][=N][C][=C][Ring1][=Branch1],0
[Cl][C][=C][C][C][C][Branch2][Ring2][#C][N][=C][Branch2][Ring1][P][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][C][=C][Branch1][Ring2][N][=Ring1][#Branch1][C][=C][N][=C][Ring1][#Branch1][C][=Ring2][Ring1][#Branch2][C][=C][Ring2][Ring1][=C][Branch1][C][C][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][#C][N][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][O][C][C][C][Ring1][Branch1],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][O][N][Branch1][C][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][\C][=C][\C][O][C][C][Branch1][#Branch1][N][C][Ring2][Ring1][C][=O][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][C],0
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Branch1][=Branch1][C][=C][Branch1][=Branch1][C][C][C][Ring1][=Branch2][C][Branch1][Ring2][N][C][C][=C][C][=Branch1][Ring2][=C][Ring1][N][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][C][O][C][C][Ring1][=Branch1][C],0
[F][C][=N][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C@][Branch1][S][NH1+1][=C][Branch1][O][N][C][Ring1][Branch1][=N][C][C][C][Ring1][=Branch1][N][C][=C][C][O][C][C][O][C][=Ring1][=Branch1][C][=C][Ring1][#Branch2],0
[F][C][Branch1][C][F][Branch1][C][F][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@@][Branch1][S][NH1+1][=C][Branch1][O][N][C][Ring1][Branch1][=N][C][C][C][Ring1][=Branch1][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][C][C][C][Ring1][Ring1],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][P][N][Branch2][Branch1][Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=N][C][=C][Ring1][=Branch1][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch2][Ring2][Branch1][N][C][=Branch1][C][=O][C][C][=C][C][=C][N][=C][Ring1][=Branch1][N][Branch1][Ring2][C][=Ring1][=Branch2][C][=Branch1][C][=O][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][C][C][C][Branch1][C][O][C][NH2+1][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][#Branch1][C][C][C][C][Ring1][Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[S][=Branch1][C][=O][C][C][Branch2][Ring1][P][C][C][=C][C][Branch1][S][O][C][Branch1][Ring2][C][O][C][C][Branch1][C][F][Branch1][C][F][F][=C][Branch1][C][N][C][Branch1][C][F][=C][Ring1][P][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][=Branch1],0
[O][C][=C][Branch2][Ring1][Branch2][C][=C][Branch1][S][N][C][=Branch1][C][=O][C][O][C][=Branch1][Branch1][=C][C][=Ring1][Branch1][C][C][=C][Ring1][#C][C][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][C][Ring2][Ring1][#Branch2][Branch1][C][C][C],0
[S][C][=C][Branch1][Branch1][C][=C][Ring1][Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],0
[S][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch2][=Branch1][P][N][C][=Branch1][C][=O][C][Branch1][=Branch1][C][Branch1][C][C][C][C][C][Branch1][C][O][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][=N][N][Branch1][=Branch2][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=Branch1][Ring2][=C][Ring1][N][C][=Branch1][C][=O][N][C][Branch1][P][C][=C][C][Branch1][#Branch1][C][O][C][Ring2][Ring1][#Branch2][=C][C][=C][Ring1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][=Branch1][N][Branch2][Ring2][#Branch2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0
[S][Branch2][Branch1][=Branch1][O][C][=C][C][=Branch2][Ring1][Ring1][=C][C][=C][Ring1][=Branch1][N][Branch1][#Branch1][C][=C][Ring1][Branch1][C][C][C][C][Ring1][#C][C][=Branch1][C][=O][N][C][Branch1][N][C@H1][Branch1][C][O][C][NH2+1][C][C][C][Ring1][Ring1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=Branch1][C][=O][=O],0
[O][C][=C][C][=Branch1][#Branch2][=C][C][=C][Ring1][=Branch1][O][C][Ring1][=Branch2][C][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][N][=C][Ring1][=Branch1],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][Branch1][#Branch2][N][C][C][C][C][C][Ring1][=Branch1][=O][=C][C][=C][Ring1][=N],0
[N][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][S][N][=C][Branch1][O][N][C][Ring1][Branch1][=N][C][C][C][Ring1][=Branch1][N][C][=C][C][=N][C][=C][Ring1][=Branch1],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][O][C][Ring1][=Branch1][C][=C][C][Branch1][Branch2][N][N][=C][C][=C][Ring1][Branch1][=C][C][=C][Ring1][O],0
[O][C][=C][Branch1][P][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][C][C][C][Ring1][=Branch1][C][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][C][Ring2][Ring1][#Branch1][Branch1][C][C][C],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][=Branch2][O][C][S][C][=C][N][=Ring1][Branch1][C][=C][Ring1][N],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][P][N][Branch2][Branch1][Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][=N][C][=C][C][=C][Ring1][=Branch1][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C@H1][C][C][O][C][Ring1][Branch1],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][=C][N][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][Branch1][=C][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][C],0
[S][C][=C][Branch1][#Branch2][C][=C][Ring1][Branch1][C][Branch1][C][C][C][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][C][C][C][Ring2][Ring1][Branch2],0
[O][Branch1][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch2][Ring1][C][N][=C][Branch1][=N][N][N][=C][Branch1][#Branch1][C][=C][Ring1][Branch2][Ring1][Branch1][C][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][N][=C][N][=C][Ring1][=Branch1],0
[F][C][Branch1][C][F][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C@@][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][#C][C][C][C][C][C][C][Ring1][=Branch1],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][Branch1][#C][N][C][C][C][Branch1][Branch1][C][C][Ring1][Branch1][C][Ring1][#Branch1][=O][=C][C][=C][Ring1][=C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch1][C][C][Ring1][Ring1][C][=C][N][Branch1][Branch1][N][=C][Ring1][Branch1][C][C][Branch1][C][C][Branch1][C][C][C],0
[O][=C][N][Branch2][Ring1][#Branch1][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][C][=Branch1][C][=O][N][C][C][C][C][C][Branch2][Ring1][O][N][C][Ring2][Ring1][Branch1][Branch1][#Branch2][C][C][C][C][C][C][C][Ring1][=Branch1][C][C][C][C][C][C][C][C][Ring1][=Branch1][=N],0
[S][Branch2][Branch1][Ring2][O][C][=C][C][=Branch2][Ring1][Ring1][=C][C][=C][Ring1][=Branch1][N][Branch1][#Branch1][C][=C][Ring1][Branch1][C][C][C][C][Ring1][#C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C@H1][Branch1][C][O][C][NH2+1][C][C][#C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][=Branch1][C][=O][=O],0
[S][C][=C][C][=C][Ring1][Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch2][Ring1][#C][NH2+1][C][C][Branch1][C][O][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][C][=C][C][Branch1][C][F][=C][C][Branch1][C][F][=C][Ring1][Branch2][C][C][C][C][C][Ring2][Ring1][Branch2],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][#C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[O][C][=C][C][=Branch1][#Branch2][=C][C][=C][Ring1][=Branch1][O][C][Ring1][=Branch2][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][C][C][C][C][C][Ring1][=Branch1],0
[O][=C][N][Branch1][P][C][C][C][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch2][Ring1][#Branch1][=N][C][Ring1][#C][Branch1][=Branch2][C][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][N],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][N][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][Branch1][Ring2][C][Ring1][=Branch2][C][Ring1][Branch2],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][=N],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][#Branch2][O][C][=N][N][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],0
[O][Branch1][C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][NH2+1][C][C][Branch1][C][O][C][Branch2][Ring2][Ring2][N][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch2][N][C][C][C][C][Ring1][Branch1][=O][=C][N][C][=Branch1][C][=O][N][Branch1][#Branch1][C][Ring1][=Branch1][=C][Ring1][S][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[S][=Branch1][C][=O][=Branch1][C][=O][Branch2][Branch1][Ring1][N][Branch2][Ring2][#Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][C][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch1][C][C][Ring1][Ring1][C][N][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][C][Branch1][C][C][Branch1][C][C][C],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][#Branch2][O][C][=N][C][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][=N],0
[S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=Branch2][Ring1][Branch1][=C][C][=C][Ring1][=Branch1][N][Branch1][#Branch1][C][=C][Ring1][Branch1][C][C][C][C][C][Ring2][Ring1][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][C][Ring1][Ring1],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch2][Ring1][S][N][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][N][Branch1][Ring2][C][C][C][C][C][C][C][Branch1][C][O][C][NH2+1][C][C][NH2+1][C][Ring1][=Branch1],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch2][Ring1][Ring1][C][C][C][Branch1][#Branch2][N][C][=C][C][=C][N][=C][Ring1][=Branch1][C][C][Ring1][=N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[S][C][C][=Branch2][Ring2][=Branch1][=N][C][Ring1][Branch1][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][N],0
[S][N][=C][Branch1][Branch1][C][=C][Ring1][Branch1][C][=C][C][=C][Branch2][Ring1][O][O][C][Branch2][Ring1][C][C][C][Ring1][=Branch1][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][Branch1][C][C][C][C][=C][Ring2][Ring1][Ring1],0
[S][=Branch1][C][=O][=Branch1][C][=O][N][Branch2][Branch1][Branch2][C][C][=C][Branch2][Ring1][=Branch1][C][=C][N][Branch1][#C][C][C][NH1+1][Branch1][=Branch1][C][Ring1][#Branch2][Ring1][=Branch1][C][C][Ring1][S][C][C][C][=Branch1][C][=O][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][O][C][NH2+1][C][C][C][Ring1][Ring1][C],0
[Cl][C][=C][C][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][S][N][=C][Branch1][C][N][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C][Branch1][C][O][C][NH2+1][C][Branch1][Branch2][C][C][C][C][C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][C][O][C][O][C][Ring1][#Branch1],0
[S][=Branch1][C][=O][=Branch1][C][=O][C][C][Branch2][Ring1][=Branch2][C][C][=C][C][Branch1][C][F][=C][N][C][C][Branch1][=Branch1][C][C][C][Ring1][Ring2][C][Ring1][Branch2][=C][Ring1][=N][C][Branch1][C][O][C][Branch2][Ring1][Branch1][NH2+1][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C][C][Ring2][Ring2][Ring1],0
[Cl][C][=C][C][C][C][Branch2][Ring2][#Branch1][N][=C][Branch2][Ring1][=Branch2][N][C][Branch1][S][C][C][=C][S][C][=C][Ring1][Branch1][C][C][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][O-1][C][=Ring2][Ring1][=Branch1][C][=C][Ring2][Ring1][#Branch2][Branch1][C][C][C],0
[Cl][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][Branch1][=N][C][C][=N][C][Branch1][C][N][=C][C][=C][Ring1][#Branch1][C][=Branch1][Branch1][=C][C][=Ring1][=N][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],0
[Br][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][NH2+1][C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][C][Branch1][=N][C][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
[F][C][=C][C][=Branch1][=Branch2][=C][C][Branch1][C][F][=C][Ring1][#Branch1][C][C@H1][Branch1][#Branch1][N][C][=Branch1][C][=O][C][C@H1][Branch1][C][O][C][NH2+1][C][Branch1][=Branch1][C][C][C][Ring1][Ring2][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],0
[O][C][=C][Branch1][Branch1][C][=C][Ring1][Branch1][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][Branch1][=C][N][=C][Branch1][C][N][N][Branch1][C][C][C][Ring1][#Branch1][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],0
[S][C][C][C][=Branch2][Ring1][=C][=N][C][Ring1][=Branch1][Branch1][C][C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][Ring1][O][C][=C][C][=C][Ring1][Branch2][N],0
